CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1308100,13000043075,201343075,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/07/2013 10:26:00 AM,20XX BLOCK OF 14TH AVE S,O,O1,9400.4002,-122.314679749,47.585041887,"(47.585041887, -122.314679749)",,,,
1309298,13000044313,201344313,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/08/2013 12:55:00 PM,55XX BLOCK OF 32ND AVE NW,B,B2,3200.4011,-122.398319884,47.669060477,"(47.669060477, -122.398319884)",,,,
1310415,13000046034,201346034,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/09/2013 03:40:00 PM,8XX BLOCK OF STEWART ST,D,D2,7300.3024,-122.334865851,47.6152845,"(47.6152845, -122.334865851)",,,,
1310948,13000046648,201346648,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/10/2013 12:52:00 AM,30XX BLOCK OF SW AVALON WAY,W,W2,9900.3007,-122.371671487,47.566137244,"(47.566137244, -122.371671487)",,,,
1310949,13000046601,201346601,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/10/2013 12:56:00 AM,120XX BLOCK OF AURORA AVE N,N,N1,402.2005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)",,,,
1311545,13000047242,201347242,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/10/2013 07:28:00 PM,7XX BLOCK OF N 85TH ST,J,J1,2800.1001,-122.34855953,47.690574893,"(47.690574893, -122.34855953)",,,,
1312676,13000048795,201348795,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/12/2013 12:15:00 AM,XX BLOCK OF BLAINE ST,Q,Q2,6800.3000,-122.356284839,47.634742805,"(47.634742805, -122.356284839)",,,,
1314574,13000051118,201351118,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/13/2013 10:08:00 PM,3XX BLOCK OF 9TH AVE,E,E3,8500.3001,-122.323443932,47.604128073,"(47.604128073, -122.323443932)",,,,
1314674,13000051347,201351347,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/14/2013 12:05:00 AM,16XX BLOCK OF 11TH AVE,C,C2,7500.5008,-122.31816885,47.615838399,"(47.615838399, -122.31816885)",,,,
1314977,13000051723,201351723,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/14/2013 11:15:00 AM,130XX BLOCK OF LAKE CITY WAY NE,L,L1,100.3002,-122.292840975,47.723795094,"(47.723795094, -122.292840975)",,,,
1315645,13000052541,201352541,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/14/2013 11:05:00 PM,23 AV / E CHERRY ST,G,G1,8800.4003,-122.302771484,47.608007043,"(47.608007043, -122.302771484)",,,,
1318486,13000056022,201356022,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/18/2013 12:48:00 AM,1XX BLOCK OF S WASHINGTON ST,K,K3,9200.2004,-122.332224224,47.600880421,"(47.600880421, -122.332224224)",,,,
1320723,13000058872,201358872,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/20/2013 01:40:00 PM,143XX BLOCK OF PHINNEY AVE N,N,N1,401.1004,-122.35425664,47.733201549,"(47.733201549, -122.35425664)",,,,
1321151,13000059379,201359379,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,02/20/2013 10:33:00 PM,14XX BLOCK OF BROADWAY,E,E2,8400.1017,-122.320771372,47.613519514,"(47.613519514, -122.320771372)",,,,
1721669,16000141637,2016141637,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,04/24/2016 10:57:26 AM,3 AV S / S LANDER ST,O,O1,9300.3014,-122.32999,47.579807,"(47.579807, -122.32999)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1774823,16000234284,2016234284,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/01/2016 01:47:07 PM,1XX BLOCK OF STEWART ST,M,M1,8002.1003,-122.3409,47.61062,"(47.61062, -122.3409)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1753397,16000197054,2016197054,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/04/2016 05:51:40 AM,22XX BLOCK OF 2 AV,D,D1,8001.2009,-122.345,47.613655,"(47.613655, -122.345)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,06/04/2016 04:50:08 AM
1753527,16000197202,2016197202,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/04/2016 11:34:23 AM,2XX BLOCK OF YESLER WY,K,K3,9200.2014,-122.33112,47.60172,"(47.60172, -122.33112)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,06/04/2016 08:44:44 AM
1742074,16000177096,2016177096,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,05/20/2016 11:29:36 PM,102XX BLOCK OF GREENWOOD AV N,J,J1,1702.1002,-122.35543,47.703274,"(47.703274, -122.35543)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,05/20/2016 08:38:24 PM
1753483,16000197188,2016197188,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/04/2016 09:50:24 AM,135XX BLOCK OF 36 AV NE,L,L3,100.2012,-122.28958,47.727364,"(47.727364, -122.28958)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,06/04/2016 08:32:53 AM
1778336,16000239910,2016239910,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/05/2016 11:57:11 AM,14XX BLOCK OF 2 AV,M,M1,8100.3003,-122.33845,47.608788,"(47.608788, -122.33845)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1733906,16000162705,2016162705,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,05/10/2016 12:13:53 PM,1XX BLOCK OF PIKE ST,M,M1,8100.3003,-122.33946,47.609055,"(47.609055, -122.33946)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1722994,16000143787,2016143787,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,04/26/2016 03:50:50 AM,17XX BLOCK OF ALKI AV SW,W,W1,9600.5013,-122.396835,47.587162,"(47.587162, -122.396835)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,04/26/2016 02:24:43 AM
1775660,16000235705,2016235705,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/02/2016 01:56:07 PM,2 AV / WALL ST,D,D1,8001.1010,-122.34789,47.61536,"(47.61536, -122.34789)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,07/02/2016 01:20:52 PM
1754136,16000198075,2016198075,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/05/2016 03:40:09 AM,95XX BLOCK OF MYERS WY S,F,F3,26500.1000,-122.333275,47.518673,"(47.518673, -122.333275)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,06/04/2016 10:20:48 PM
1754538,16000199130,2016199130,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/05/2016 04:55:42 PM,7XX BLOCK OF N ALLEN PL,B,B2,4900.5008,-122.349335,47.660763,"(47.660763, -122.349335)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1867883,16000395002,2016395002,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/01/2016 04:33:09 AM,LAKE CITY WY NE / NE 127 ST,L,L3,100.5004,-122.29417,47.72109,"(47.72109, -122.29417)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,11/01/2016 03:42:24 AM
1880135,16000416878,2016416878,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/18/2016 08:56:55 AM,35XX BLOCK OF NE 110 ST,L,L3,800.2007,-122.28875,47.70835,"(47.70835, -122.28875)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,
1890611,16000436016,2016436016,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/04/2016 08:58:15 AM,1XX BLOCK OF BELL ST,D,D1,8001.2004,-122.346085,47.61371,"(47.61371, -122.346085)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,12/04/2016 07:34:34 AM
1797317,16000272301,2016272301,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/29/2016 05:55:51 PM,3XX BLOCK OF PINE ST,M,M2,8100.2002,-122.33815,47.610973,"(47.610973, -122.33815)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,07/29/2016 05:22:49 PM
1880587,16000417794,2016417794,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/18/2016 09:56:45 PM,2 AV / BELL ST,D,D1,8001.2009,-122.34566,47.61404,"(47.61404, -122.34566)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
1890725,16000436109,2016436109,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/04/2016 01:29:07 PM,32XX BLOCK OF 30 AV W,Q,Q1,5700.2003,-122.39565,47.649555,"(47.649555, -122.39565)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,12/04/2016 09:52:22 AM
1735933,16000165892,2016165892,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,05/12/2016 11:42:44 PM,1XX BLOCK OF 25 AV E,C,C3,7700.4007,-122.29987,47.619556,"(47.619556, -122.29987)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,05/12/2016 04:10:19 PM
1726158,16000149312,2016149312,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,04/30/2016 11:25:59 AM,54XX BLOCK OF DELRIDGE WY SW,F,F1,10701.1,-122.362976,47.55282,"(47.55282, -122.362976)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,04/30/2016 09:01:51 AM
1766489,16000219929,2016219929,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/20/2016 10:39:49 PM,4XX BLOCK OF S DAWSON ST,O,O2,10900.2007,-122.32896,47.555634,"(47.555634, -122.32896)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,06/20/2016 07:45:47 PM
1787472,16000255265,2016255265,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/16/2016 06:27:36 PM,4XX BLOCK OF OLIVE WY,M,M2,8100.2001,-122.33797,47.612423,"(47.612423, -122.33797)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,07/16/2016 05:24:13 PM
1766646,16000220246,2016220246,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/21/2016 03:15:05 AM,14 AV / E UNION ST,E,E2,7500.4012,-122.31417,47.612915,"(47.612915, -122.31417)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,06/21/2016 02:20:51 AM
1727709,16000152000,2016152000,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,05/02/2016 03:19:56 PM,8XX BLOCK OF DENNY WY,D,D2,7200.1042,-122.34189,47.61855,"(47.61855, -122.34189)","LEWD - (EXPOSING, FLASHING, URINATING IN PUB)",LEWD CONDUCT,SUSPICIOUS CIRCUMSTANCES,05/02/2016 02:31:25 PM
1727809,16000152052,2016152052,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,05/02/2016 05:14:53 PM,22XX BLOCK OF 5 AV,D,D2,7200.1054,-122.34242,47.61565,"(47.61565, -122.34242)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,05/02/2016 03:24:39 PM
1868318,16000395631,2016395631,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/01/2016 06:47:39 PM,PIKE ST / 9 AV,M,M2,8200.1010,-122.33113,47.612534,"(47.612534, -122.33113)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,11/01/2016 02:35:29 PM
1808755,16000292488,2016292488,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/13/2016 01:40:41 PM,7 AV / BLANCHARD ST,D,D2,7200.1050,-122.34006,47.616592,"(47.616592, -122.34006)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,08/13/2016 01:23:53 PM
1880902,16000418172,2016418172,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/19/2016 08:27:49 AM,12XX BLOCK OF HARBOR AV SW,W,W1,9600.5002,-122.38238,47.591312,"(47.591312, -122.38238)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,11/19/2016 04:47:11 AM
1767789,16000222160,2016222160,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/22/2016 03:53:31 PM,BROADWAY / E PIKE ST,E,E2,7500.4016,-122.32078,47.614075,"(47.614075, -122.32078)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1848216,16000359919,2016359919,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,10/04/2016 05:37:51 PM,5XX BLOCK OF NE 123 ST,L,L1,600.5009,-122.32158,47.717537,"(47.717537, -122.32158)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,10/04/2016 02:16:20 PM
1737583,16000169232,2016169232,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,05/15/2016 03:06:50 AM,14 AV NW / NW 60 ST,B,B2,3300.3018,-122.37358,47.672356,"(47.672356, -122.37358)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,05/14/2016 11:40:27 PM
1901153,16000455912,2016455912,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/20/2016 12:26:11 PM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,12/20/2016 11:23:08 AM
1912361,17000007937,20177937,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/07/2017 03:07:54 PM,AURORA AV N / N 79 ST,J,J3,2800.1000,-122.344505,47.686226,"(47.686226, -122.344505)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,01/07/2017 11:18:49 AM
1901182,16000455888,2016455888,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/20/2016 01:14:44 PM,1XX BLOCK OF CEDAR ST,D,D1,8001.1007,-122.35019,47.616135,"(47.616135, -122.35019)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,12/20/2016 11:05:37 AM
1826123,16000321013,2016321013,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,09/04/2016 05:12:33 PM,17 AV NW / NW MARKET ST,B,B1,4700.3020,-122.37888,47.66867,"(47.66867, -122.37888)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1891427,16000437340,2016437340,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/05/2016 02:32:22 PM,6XX BLOCK OF 1 AV N,Q,Q3,7000.3021,-122.3554,47.625015,"(47.625015, -122.3554)",TRESPASS,TRESPASS,TRESPASS,
1757761,16000204628,2016204628,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/09/2016 03:44:18 PM,24 AV / E SPRING ST,C,C3,8800.1007,-122.30144,47.61158,"(47.61158, -122.30144)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,06/09/2016 12:28:25 PM
1744415,16000177501,2016177501,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,05/21/2016 02:20:16 AM,CALIFORNIA AV SW / SW JUNEAU ST,W,W2,10600.2004,-122.38709,47.5503,"(47.5503, -122.38709)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,05/21/2016 02:03:46 AM
1912498,17000008121,20178121,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/07/2017 07:11:40 PM,9XX BLOCK OF N 102 ST,N,N3,1300.3001,-122.346016,47.70288,"(47.70288, -122.346016)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,01/07/2017 01:51:22 PM
1912423,17000008097,20178097,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,01/07/2017 05:07:24 PM,9XX BLOCK OF N 80 ST,J,J3,2800.1000,-122.345856,47.686943,"(47.686943, -122.345856)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,01/07/2017 01:30:42 PM
1869326,16000397654,2016397654,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,11/03/2016 04:28:08 AM,14XX BLOCK OF BROADWAY,E,E2,8400.1008,-122.32122,47.613182,"(47.613182, -122.32122)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1778438,16000240127,2016240127,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/05/2016 02:16:09 PM,20XX BLOCK OF 3 AV,M,M2,7200.1067,-122.341545,47.61278,"(47.61278, -122.341545)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1790328,16000260143,2016260143,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/21/2016 12:11:31 AM,4XX BLOCK OF WALL ST,D,D2,7200.3005,-122.34574,47.617023,"(47.617023, -122.34574)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,07/20/2016 09:15:40 PM
1798987,16000275135,2016275135,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/31/2016 06:50:49 PM,9XX BLOCK OF PINE ST,M,M2,8300.2012,-122.33149,47.61376,"(47.61376, -122.33149)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1758802,16000206703,2016206703,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/10/2016 08:54:00 PM,E MERCER ST / BROADWAY E,C,C1,6500.3008,-122.320946,47.624268,"(47.624268, -122.320946)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1849305,16000362023,2016362023,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,10/06/2016 04:45:53 AM,10XX BLOCK OF S CLOVERDALE ST,F,F3,11200.3008,-122.31864,47.526283,"(47.526283, -122.31864)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,10/06/2016 03:01:12 AM
1826957,16000322323,2016322323,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,09/05/2016 08:10:59 PM,16XX BLOCK OF BOREN AV,M,M2,8300.2002,-122.33028,47.614952,"(47.614952, -122.33028)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,09/05/2016 07:06:42 PM
1849462,16000362039,2016362039,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,10/06/2016 11:19:33 AM,3 AV / JAMES ST,K,K1,8100.2041,-122.331406,47.602768,"(47.602768, -122.331406)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,10/06/2016 03:41:47 AM
1901660,16000456816,2016456816,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,12/21/2016 05:20:35 AM,1XX BLOCK OF 23 AV E,C,C2,7600.2012,-122.30252,47.61969,"(47.61969, -122.30252)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,12/21/2016 02:30:33 AM
1771799,16000228925,2016228925,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,06/27/2016 07:50:09 PM,2XX BLOCK OF PIKE ST,M,M3,8100.2010,-122.33835,47.609516,"(47.609516, -122.33835)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1738296,16000170440,2016170440,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,05/16/2016 06:16:41 AM,27XX BLOCK OF NE 135 ST,L,L1,200.1014,-122.297264,47.726517,"(47.726517, -122.297264)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,05/16/2016 05:00:40 AM
1738306,16000170449,2016170449,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,05/16/2016 07:15:43 AM,5XX BLOCK OF 22 AV,G,G2,8700.1025,-122.30379,47.60652,"(47.60652, -122.30379)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,05/16/2016 05:22:26 AM
1483826,15000241878,2015241878,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/15/2015 03:33:00 AM,1 AV / SPRING ST,K,K1,8100.1026,-122.336893066,47.605406042,"(47.605406042, -122.336893066)",SICK PERSON,PERSON DOWN/INJURY,CASUALTIES,07/15/2015 02:50:00 AM
1799275,16000275422,2016275422,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/01/2016 02:35:27 AM,63XX BLOCK OF 34 AV SW,F,F1,10702.3004,-122.37507,47.545635,"(47.545635, -122.37507)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,07/31/2016 10:31:18 PM
1489230,15000248088,2015248088,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/19/2015 08:56:00 PM,XX BLOCK OF S MAIN ST,K,K2,9200.2021,-122.334825701,47.600045229,"(47.600045229, -122.334825701)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,
1799345,16000275703,2016275703,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/01/2016 06:55:34 AM,15XX BLOCK OF HARVARD AV,E,E2,8400.1007,-122.32212,47.614647,"(47.614647, -122.32212)",TRESPASS,TRESPASS,TRESPASS,
1496651,15000256945,2015256945,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/26/2015 05:24:00 PM,NE 106 ST / NE NORTHGATE DR E,L,L2,1200.4010,-122.325030842,47.706149741,"(47.706149741, -122.325030842)",OVERDOSE - DRUG RELATED CASUALTY,PERSON DOWN/INJURY,CASUALTIES,07/26/2015 03:56:00 PM
1502317,15000263581,2015263581,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,07/31/2015 07:47:00 PM,N 122 ST / N PARK AV N,N,N1,402.2006,-122.349455437,47.717768979,"(47.717768979, -122.349455437)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/31/2015 04:49:00 PM
1799730,16000276515,2016276515,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,08/01/2016 06:44:09 PM,NE 45 ST / 5 AV NE,B,B3,5200.4018,-122.32296,47.66133,"(47.66133, -122.32296)",DOWN - CHECK FOR PERSON DOWN,PERSON DOWN/INJURY,CASUALTIES,
1746554,16000184896,2016184896,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)",CASUALTIES,PERSON DOWN/INJURY,05/26/2016 04:31:39 PM,21XX BLOCK OF CALIFORNIA AV SW,W,W1,9600.2001,-122.3864,47.584686,"(47.584686, -122.3864)","DOA - CASUALTY, DEAD BODY",PERSON DOWN/INJURY,CASUALTIES,05/26/2016 12:50:39 PM
