"","CAD.CDW.ID","CAD.Event.Number","General.Offense.Number","Event.Clearance.Code","Event.Clearance.Description","Event.Clearance.SubGroup","Event.Clearance.Group","Date","Time","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract","Longitude","Latitude","Incident.Location","Initial.Type.Description","Initial.Type.Subgroup","Initial.Type.Group","At.Scene.Time","month","year"
"783",1270577,11000011651,201111651,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-01-10,"07:21:00 PM","103XX BLOCK OF 12TH AVE NE","L","L2",1200.2004,-122.315061247,47.703539639,"(47.703539639, -122.315061247)","","","","","January",2011
"784",1273730,11000007048,20117048,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-01-06,"07:30:00 PM","5XX BLOCK OF 17TH AVE E","C","C1",7600.4007,-122.310007825,47.623855899,"(47.623855899, -122.310007825)","","","","","January",2011
"785",1275116,11000005111,20115111,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-01-05,"11:06:00 AM","110XX BLOCK OF 8TH AVE NE","L","L2",1200.3002,-122.320603178,47.710396679,"(47.710396679, -122.320603178)","","","","","January",2011
"786",1276037,11000003810,20113810,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-01-04,"08:23:00 AM","85XX BLOCK OF AURORA AVE N","N","N2",1800.2014,-122.344526226,47.690924886,"(47.690924886, -122.344526226)","","","","","January",2011
"787",1276155,11000003585,20113585,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-01-04,"03:57:00 AM","34XX BLOCK OF BEACON AVE S","O","O1",10000.7016,-122.308430323,47.57250753,"(47.57250753, -122.308430323)","","","","","January",2011
"788",1278415,11000000576,2011576,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2011-01-01,"02:13:00 PM","3XX BLOCK OF 33RD AVE","G","G3",7800.3013,-122.290514069,47.604825587,"(47.604825587, -122.290514069)","","","","","January",2011
"789",1280161,13000008418,20138418,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-08,"11:08:00 AM","138XX BLOCK OF GREENWOOD AVE N","N","N1",401.1005,-122.355560182,47.729193236,"(47.729193236, -122.355560182)","","","","","January",2013
"790",1281015,13000009638,20139638,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-09,"08:04:00 AM","1XX BLOCK OF 21ST PL NW","Q","Q3",7100.2006,-122.384804136,47.776587868,"(47.776587868, -122.384804136)","","","","","January",2013
"791",1282085,13000011119,201311119,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-10,"12:38:00 PM","47XX BLOCK OF 19TH AVE NE","U","U3",5301.1001,-122.307204504,47.66395556,"(47.66395556, -122.307204504)","","","","","January",2013
"792",1282384,13000011378,201311378,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-10,"06:14:00 PM","23XX BLOCK OF S JACKSON ST","G","G2",8900.601,-122.301685325,47.599284818,"(47.599284818, -122.301685325)","","","","","January",2013
"793",1282456,13000011129,201311129,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-10,"07:46:00 PM","40XX BLOCK OF LINDEN AVE N","J","J3",4900.2003,-122.348568186,47.656028999,"(47.656028999, -122.348568186)","","","","","January",2013
"794",1290177,13000021059,201321059,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-19,"02:02:00 AM","15XX BLOCK OF 2ND AVE","K","K1",8100.2004,-122.339358071,47.609781733,"(47.609781733, -122.339358071)","","","","","January",2013
"795",1290520,13000021588,201321588,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-19,"02:00:00 PM","32XX BLOCK OF 33RD AVE W","Q","Q1",5700.5007,-122.399540567,47.649540019,"(47.649540019, -122.399540567)","","","","","January",2013
"796",1291023,13000022280,201322280,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-20,"01:55:00 AM","53XX BLOCK OF 12TH AVE S","R","R2",10400.5003,-122.317183521,47.554185792,"(47.554185792, -122.317183521)","","","","","January",2013
"797",1292056,13000023632,201323632,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-21,"11:59:00 AM","60XX BLOCK OF CALIFORNIA AVE SW","W","W3",10600.6008,-122.387169568,47.547587172,"(47.547587172, -122.387169568)","","","","","January",2013
"798",1293727,13000025769,201325769,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-23,"10:16:00 AM","143XX BLOCK OF PHINNEY AVE N","N","N1",401.1004,-122.35425664,47.733201549,"(47.733201549, -122.35425664)","","","","","January",2013
"799",1293864,13000025865,201325865,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-23,"12:58:00 PM","17XX BLOCK OF SUMMIT AVE","E","E1",7400.4003,-122.325552282,47.617040615,"(47.617040615, -122.325552282)","","","","","January",2013
"800",1294009,13000026048,201326048,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-23,"03:25:00 PM","13XX BLOCK OF E HOWELL ST","C","C2",7500.2006,-122.314932752,47.617614967,"(47.617614967, -122.314932752)","","","","","January",2013
"801",1294517,13000026511,201326511,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-24,"01:19:00 AM","72XX BLOCK OF RAINIER AVE S","S","S1",11101.1005,-122.270506603,47.537959864,"(47.537959864, -122.270506603)","","","","","January",2013
"802",1295821,13000027913,201327913,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-25,"11:24:00 AM","12XX BLOCK OF RAINIER AVE S","G","G2",9400.2017,-122.308510612,47.59192752,"(47.59192752, -122.308510612)","","","","","January",2013
"803",1297050,13000029627,201329627,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-26,"02:03:00 PM","100XX BLOCK OF 59TH AVE S","S","S3",11900.601,-122.259414769,47.510910183,"(47.510910183, -122.259414769)","","","","","January",2013
"804",1298329,13000031174,201331174,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-27,"10:55:00 PM","18XX BLOCK OF MINOR AVE","D","D2",7300.202,-122.331208702,47.617225001,"(47.617225001, -122.331208702)","","","","","January",2013
"805",1299740,13000032958,201332958,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-29,"02:59:00 PM","143XX BLOCK OF PHINNEY AVE N","N","N1",401.1004,-122.35425664,47.733201549,"(47.733201549, -122.35425664)","","","","","January",2013
"806",1300404,13000033777,201333777,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-01-30,"09:08:00 AM","86XX BLOCK OF 23RD AVE NE","U","U1",2100.3016,-122.30416825,47.691648304,"(47.691648304, -122.30416825)","","","","","January",2013
"807",1302350,13000036032,201336032,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-01,"05:54:00 AM","130XX BLOCK OF AURORA AVE N","N","N1",600.1012,-122.344996836,47.725035552,"(47.725035552, -122.344996836)","","","","","February",2013
"808",1302738,13000036515,201336515,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-01,"03:14:00 PM","20XX BLOCK OF AIRPORT WAY S","O","O2",9300.3009,-122.32139394,47.585065545,"(47.585065545, -122.32139394)","","","","","February",2013
"809",1303209,13000037057,201337057,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-02,"12:10:00 AM","34XX BLOCK OF 14TH AVE S","O","O1",10000.4022,-122.314815768,47.57305591,"(47.57305591, -122.314815768)","","","","","February",2013
"810",1304532,13000038784,201338784,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-03,"12:55:00 PM","21XX BLOCK OF 14TH AVE S","O","O1",9400.4004,-122.31468793,47.584123382,"(47.584123382, -122.31468793)","","","","","February",2013
"811",1304775,13000038902,201338902,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-03,"07:48:00 PM","13XX BLOCK OF HARBOR AVE SW","W","W1",9600.5001,-122.382374916,47.591314247,"(47.591314247, -122.382374916)","","","","","February",2013
"812",1305690,13000040251,201340251,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-04,"08:17:00 PM","18XX BLOCK OF SW ELMGROVE ST","F","F2",11400.2002,-122.358425187,47.530078084,"(47.530078084, -122.358425187)","","","","","February",2013
"813",1305755,13000040328,201340328,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-04,"09:11:00 PM","14XX BLOCK OF 12TH AVE","E","E2",7500.4011,-122.316784619,47.613496502,"(47.613496502, -122.316784619)","","","","","February",2013
"814",1306817,13000041552,201341552,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-05,"10:28:00 PM","5XX BLOCK OF 3RD AVE","K","K2",8100.2035,-122.331082201,47.602412413,"(47.602412413, -122.331082201)","","","","","February",2013
"815",1306949,13000041710,201341710,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-06,"02:57:00 AM","42XX BLOCK OF UNIVERSITY WAY NE","U","U2",5301.3008,-122.313187752,47.659054985,"(47.659054985, -122.313187752)","","","","","February",2013
"816",1307527,13000042508,201342508,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-06,"06:08:00 PM","PIKE ST / TERRY AV","D","D3",8200.3,-122.330028332,47.612998686,"(47.612998686, -122.330028332)","","","","","February",2013
"817",1307823,13000042815,201342815,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-07,"12:12:00 AM","9XX BLOCK OF 8TH AVE","D","D3",8200.2006,-122.328144598,47.607587767,"(47.607587767, -122.328144598)","","","","","February",2013
"818",1308100,13000043075,201343075,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-07,"10:26:00 AM","20XX BLOCK OF 14TH AVE S","O","O1",9400.4002,-122.314679749,47.585041887,"(47.585041887, -122.314679749)","","","","","February",2013
"819",1309298,13000044313,201344313,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-08,"12:55:00 PM","55XX BLOCK OF 32ND AVE NW","B","B2",3200.4011,-122.398319884,47.669060477,"(47.669060477, -122.398319884)","","","","","February",2013
"820",1310415,13000046034,201346034,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-09,"03:40:00 PM","8XX BLOCK OF STEWART ST","D","D2",7300.3024,-122.334865851,47.6152845,"(47.6152845, -122.334865851)","","","","","February",2013
"821",1310948,13000046648,201346648,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-10,"12:52:00 AM","30XX BLOCK OF SW AVALON WAY","W","W2",9900.3007,-122.371671487,47.566137244,"(47.566137244, -122.371671487)","","","","","February",2013
"822",1310949,13000046601,201346601,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-10,"12:56:00 AM","120XX BLOCK OF AURORA AVE N","N","N1",402.2005,-122.344896103,47.717174471,"(47.717174471, -122.344896103)","","","","","February",2013
"823",1311545,13000047242,201347242,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-10,"07:28:00 PM","7XX BLOCK OF N 85TH ST","J","J1",2800.1001,-122.34855953,47.690574893,"(47.690574893, -122.34855953)","","","","","February",2013
"824",1312676,13000048795,201348795,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-12,"12:15:00 AM","XX BLOCK OF BLAINE ST","Q","Q2",6800.3,-122.356284839,47.634742805,"(47.634742805, -122.356284839)","","","","","February",2013
"825",1314574,13000051118,201351118,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-13,"10:08:00 PM","3XX BLOCK OF 9TH AVE","E","E3",8500.3001,-122.323443932,47.604128073,"(47.604128073, -122.323443932)","","","","","February",2013
"826",1314674,13000051347,201351347,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-14,"12:05:00 AM","16XX BLOCK OF 11TH AVE","C","C2",7500.5008,-122.31816885,47.615838399,"(47.615838399, -122.31816885)","","","","","February",2013
"827",1314977,13000051723,201351723,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-14,"11:15:00 AM","130XX BLOCK OF LAKE CITY WAY NE","L","L1",100.3002,-122.292840975,47.723795094,"(47.723795094, -122.292840975)","","","","","February",2013
"828",1315645,13000052541,201352541,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-14,"11:05:00 PM","23 AV / E CHERRY ST","G","G1",8800.4003,-122.302771484,47.608007043,"(47.608007043, -122.302771484)","","","","","February",2013
"829",1318486,13000056022,201356022,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-18,"12:48:00 AM","1XX BLOCK OF S WASHINGTON ST","K","K3",9200.2004,-122.332224224,47.600880421,"(47.600880421, -122.332224224)","","","","","February",2013
"830",1320723,13000058872,201358872,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-20,"01:40:00 PM","143XX BLOCK OF PHINNEY AVE N","N","N1",401.1004,-122.35425664,47.733201549,"(47.733201549, -122.35425664)","","","","","February",2013
"831",1321151,13000059379,201359379,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2013-02-20,"10:33:00 PM","14XX BLOCK OF BROADWAY","E","E2",8400.1017,-122.320771372,47.613519514,"(47.613519514, -122.320771372)","","","","","February",2013
"832",1721669,16000141637,2016141637,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-04-24,"10:57:26 AM","3 AV S / S LANDER ST","O","O1",9300.3014,-122.32999,47.579807,"(47.579807, -122.32999)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","April",2016
"833",1774823,16000234284,2016234284,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-07-01,"01:47:07 PM","1XX BLOCK OF STEWART ST","M","M1",8002.1003,-122.3409,47.61062,"(47.61062, -122.3409)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","July",2016
"834",1753397,16000197054,2016197054,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-06-04,"05:51:40 AM","22XX BLOCK OF 2 AV","D","D1",8001.2009,-122.345,47.613655,"(47.613655, -122.345)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","06/04/2016 04:50:08 AM","June",2016
"835",1753527,16000197202,2016197202,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-06-04,"11:34:23 AM","2XX BLOCK OF YESLER WY","K","K3",9200.2014,-122.33112,47.60172,"(47.60172, -122.33112)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","06/04/2016 08:44:44 AM","June",2016
"836",1742074,16000177096,2016177096,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-05-20,"11:29:36 PM","102XX BLOCK OF GREENWOOD AV N","J","J1",1702.1002,-122.35543,47.703274,"(47.703274, -122.35543)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","05/20/2016 08:38:24 PM","May",2016
"837",1753483,16000197188,2016197188,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-06-04,"09:50:24 AM","135XX BLOCK OF 36 AV NE","L","L3",100.2012,-122.28958,47.727364,"(47.727364, -122.28958)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","06/04/2016 08:32:53 AM","June",2016
"838",1778336,16000239910,2016239910,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-07-05,"11:57:11 AM","14XX BLOCK OF 2 AV","M","M1",8100.3003,-122.33845,47.608788,"(47.608788, -122.33845)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","July",2016
"839",1733906,16000162705,2016162705,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-05-10,"12:13:53 PM","1XX BLOCK OF PIKE ST","M","M1",8100.3003,-122.33946,47.609055,"(47.609055, -122.33946)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","May",2016
"840",1722994,16000143787,2016143787,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-04-26,"03:50:50 AM","17XX BLOCK OF ALKI AV SW","W","W1",9600.5013,-122.396835,47.587162,"(47.587162, -122.396835)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","04/26/2016 02:24:43 AM","April",2016
"841",1775660,16000235705,2016235705,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-07-02,"01:56:07 PM","2 AV / WALL ST","D","D1",8001.101,-122.34789,47.61536,"(47.61536, -122.34789)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","07/02/2016 01:20:52 PM","July",2016
"842",1754136,16000198075,2016198075,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-06-05,"03:40:09 AM","95XX BLOCK OF MYERS WY S","F","F3",26500.1,-122.333275,47.518673,"(47.518673, -122.333275)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","06/04/2016 10:20:48 PM","June",2016
"843",1754538,16000199130,2016199130,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-06-05,"04:55:42 PM","7XX BLOCK OF N ALLEN PL","B","B2",4900.5008,-122.349335,47.660763,"(47.660763, -122.349335)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","","June",2016
"844",1867883,16000395002,2016395002,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-11-01,"04:33:09 AM","LAKE CITY WY NE / NE 127 ST","L","L3",100.5004,-122.29417,47.72109,"(47.72109, -122.29417)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","11/01/2016 03:42:24 AM","November",2016
"845",1880135,16000416878,2016416878,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-11-18,"08:56:55 AM","35XX BLOCK OF NE 110 ST","L","L3",800.2007,-122.28875,47.70835,"(47.70835, -122.28875)","ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS)","ASSAULTS","ASSAULTS","","November",2016
"846",1890611,16000436016,2016436016,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-12-04,"08:58:15 AM","1XX BLOCK OF BELL ST","D","D1",8001.2004,-122.346085,47.61371,"(47.61371, -122.346085)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","12/04/2016 07:34:34 AM","December",2016
"847",1797317,16000272301,2016272301,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-07-29,"05:55:51 PM","3XX BLOCK OF PINE ST","M","M2",8100.2002,-122.33815,47.610973,"(47.610973, -122.33815)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","07/29/2016 05:22:49 PM","July",2016
"848",1880587,16000417794,2016417794,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-11-18,"09:56:45 PM","2 AV / BELL ST","D","D1",8001.2009,-122.34566,47.61404,"(47.61404, -122.34566)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)","NARCOTICS COMPLAINTS","NARCOTICS COMPLAINTS","","November",2016
"849",1890725,16000436109,2016436109,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-12-04,"01:29:07 PM","32XX BLOCK OF 30 AV W","Q","Q1",5700.2003,-122.39565,47.649555,"(47.649555, -122.39565)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","12/04/2016 09:52:22 AM","December",2016
"850",1735933,16000165892,2016165892,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-05-12,"11:42:44 PM","1XX BLOCK OF 25 AV E","C","C3",7700.4007,-122.29987,47.619556,"(47.619556, -122.29987)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","05/12/2016 04:10:19 PM","May",2016
"851",1726158,16000149312,2016149312,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-04-30,"11:25:59 AM","54XX BLOCK OF DELRIDGE WY SW","F","F1",10701.1,-122.362976,47.55282,"(47.55282, -122.362976)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","04/30/2016 09:01:51 AM","April",2016
"852",1766489,16000219929,2016219929,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-06-20,"10:39:49 PM","4XX BLOCK OF S DAWSON ST","O","O2",10900.2007,-122.32896,47.555634,"(47.555634, -122.32896)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","06/20/2016 07:45:47 PM","June",2016
"853",1787472,16000255265,2016255265,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-07-16,"06:27:36 PM","4XX BLOCK OF OLIVE WY","M","M2",8100.2001,-122.33797,47.612423,"(47.612423, -122.33797)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","07/16/2016 05:24:13 PM","July",2016
"854",1766646,16000220246,2016220246,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-06-21,"03:15:05 AM","14 AV / E UNION ST","E","E2",7500.4012,-122.31417,47.612915,"(47.612915, -122.31417)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","06/21/2016 02:20:51 AM","June",2016
"855",1727709,16000152000,2016152000,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-05-02,"03:19:56 PM","8XX BLOCK OF DENNY WY","D","D2",7200.1042,-122.34189,47.61855,"(47.61855, -122.34189)","LEWD - (EXPOSING, FLASHING, URINATING IN PUB)","LEWD CONDUCT","SUSPICIOUS CIRCUMSTANCES","05/02/2016 02:31:25 PM","May",2016
"856",1727809,16000152052,2016152052,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-05-02,"05:14:53 PM","22XX BLOCK OF 5 AV","D","D2",7200.1054,-122.34242,47.61565,"(47.61565, -122.34242)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","05/02/2016 03:24:39 PM","May",2016
"857",1868318,16000395631,2016395631,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-11-01,"06:47:39 PM","PIKE ST / 9 AV","M","M2",8200.101,-122.33113,47.612534,"(47.612534, -122.33113)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","11/01/2016 02:35:29 PM","November",2016
"858",1808755,16000292488,2016292488,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-08-13,"01:40:41 PM","7 AV / BLANCHARD ST","D","D2",7200.105,-122.34006,47.616592,"(47.616592, -122.34006)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","08/13/2016 01:23:53 PM","August",2016
"859",1880902,16000418172,2016418172,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-11-19,"08:27:49 AM","12XX BLOCK OF HARBOR AV SW","W","W1",9600.5002,-122.38238,47.591312,"(47.591312, -122.38238)","OVERDOSE - DRUG RELATED CASUALTY","PERSON DOWN/INJURY","CASUALTIES","11/19/2016 04:47:11 AM","November",2016
"860",1767789,16000222160,2016222160,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-06-22,"03:53:31 PM","BROADWAY / E PIKE ST","E","E2",7500.4016,-122.32078,47.614075,"(47.614075, -122.32078)","DOWN - CHECK FOR PERSON DOWN","PERSON DOWN/INJURY","CASUALTIES","","June",2016
"861",1848216,16000359919,2016359919,185,"CASUALTY - DRUG RELATED (OVERDOSE, OTHER)","CASUALTIES","PERSON DOWN/INJURY",2016-10-04,"05:37:51 PM","5XX BLOCK OF NE 123 ST","L","L1",600.5009,-122.32158,47.717537,"(47.717537, -122.32158)","DOA - CASUALTY, DEAD BODY","PERSON DOWN/INJURY","CASUALTIES","10/04/2016 02:16:20 PM","October",2016
